"i","x","y"
9,441.95508,104.57979023
9,441.2207,103.15989023
9,440.87832,102.36449023
9,440.46094,101.35909023
9,440.13067,101.05429023
9,439.65039,100.92949023
9,438.87105,100.81309023
9,437.94922,100.68919023
9,437.18207,100.58409023
9,436.66992,100.35909023
9,436.1625,99.77299023
9,435.58008,99.17949023
9,435.25551,98.97119023
9,434.96094,98.80049023
9,434.50883,98.31939023
9,434.19922,97.95089023
9,434.12422,97.34389023
9,433.86918,96.51929023
9,433.35234,96.20509023
9,432.73051,95.95089023
9,431.90532,95.72879023
9,431.08012,95.43919023
9,430.93098,95.00939023
9,431.02938,94.33959023
9,430.82118,93.75639023
9,430.65047,93.63059023
9,430.48543,93.18039023
9,430.32039,92.73019023
9,429.95515,92.37959023
9,429.58992,92.02909023
9,429.82527,91.70969023
9,430.06063,91.39039023
9,430.4952,91.05539023
9,430.92977,90.72049023
9,431.03035,90.53489023
9,431.13094,90.34939023
9,431.05084,89.97919023
9,430.97074,89.60909023
9,431.38578,89.18919023
9,431.80082,88.76929023
9,432.15043,88.51929023
9,432.50004,88.26929023
9,432.94047,88.23529023
9,433.3809,88.20129023
9,433.08012,87.74039023
9,432.77934,87.27949023
9,432.85944,86.80479023
9,432.93954,86.33019023
9,432.82528,85.69059023
9,432.71103,85.05089023
9,432.73953,83.73599023
9,432.73053,82.21109023
9,432.66023,81.68569023
9,432.58993,81.16029023
9,432.73544,80.90059023
9,432.88095,80.64079023
9,432.81065,80.38589023
9,432.74035,80.13099023
9,432.97571,79.96109023
9,433.21106,79.79119023
9,433.44543,79.70619023
9,433.67981,79.62119023
9,433.69541,79.00099023
9,433.71101,78.38089023
9,434.00007,78.26569023
9,434.28913,78.15049023
9,434.38971,78.00009023
9,434.4903,77.84969023
9,434.5606,77.41999023
9,434.6309,76.99029023
9,434.7256,77.04029023
9,434.8203,77.09029023
9,434.8223,77.09029023
9,434.8243,77.09029023
9,435.93758,76.93009023
9,437.05086,76.76999023
9,438.045,76.88529023
9,439.03914,77.00049023
9,440.62996,76.79049023
9,442.22078,76.58059023
9,442.81063,76.79049023
9,443.40047,77.00049023
9,444.18074,77.43019023
9,444.96102,77.85989023
9,445.80524,78.00049023
9,446.85946,78.14109023
9,447.80965,78.11609023
9,448.75985,78.09109023
9,450.14528,77.99609023
9,451.8907,77.90109023
9,453.03668,77.95109023
9,453.83016,78.00109023
9,454.87981,78.01109023
9,456.10946,78.05509023
9,457.58758,78.08909023
9,459.1407,78.08909023
9,460.0157,78.11409023
9,460.8907,78.13909023
9,461.69539,77.85389023
9,462.50008,77.56879023
9,463.71004,77.04829023
9,464.92,76.52779023
9,465.89461,76.05319023
9,466.86922,75.57859023
9,467.17488,75.43889023
9,467.48055,75.29929023
9,467.49845,75.29929023
9,467.51955,75.29929023
9,467.75979,75.39229023
9,468.00002,75.48529023
9,467.92972,75.91009023
9,467.85942,76.33489023
9,468.00492,76.71479023
9,468.15043,77.09469023
9,468.20023,77.37989023
9,468.25003,77.66499023
9,468.15043,78.08979023
9,468.05083,78.51459023
9,468.33501,78.82509023
9,468.61919,79.13569023
9,468.80962,79.37009023
9,469.00005,79.60449023
9,469.25982,80.28999023
9,469.51958,80.97559023
9,469.73442,81.09569023
9,469.94927,81.21579023
9,470.22955,81.47549023
9,470.50982,81.73529023
9,470.61041,82.07029023
9,470.71099,82.40529023
9,470.57021,82.37229023
9,470.60941,83.01449023
9,470.72952,83.46469023
9,470.84964,83.91489023
9,471.04007,85.50479023
9,471.2305,87.09459023
9,470.58988,87.09459023
9,469.94925,87.09459023
9,469.6846,87.23519023
9,469.41995,87.37589023
9,469.07034,87.57019023
9,468.72073,87.76449023
9,468.50491,88.11509023
9,468.28909,88.46569023
9,468.28409,88.78279023
9,468.24959,89.41489023
9,468.12103,90.19609023
9,468.15003,90.83479023
9,468.48011,91.42949023
9,468.81019,92.02429023
9,468.99964,92.13949023
9,469.18909,92.25479023
9,469.47425,92.80459023
9,469.75941,93.35439023
9,470.08948,93.75479023
9,470.41956,94.15519023
9,470.48986,94.82019023
9,470.56016,95.48519023
9,470.98984,96.22059023
9,471.41953,96.95589023
9,472.1998,97.26549023
9,472.98008,97.57509023
9,472.90978,97.97549023
9,472.83948,98.37589023
9,472.45487,98.47619023
9,471.89026,98.61409023
9,471.53953,98.98829023
9,471.36878,99.32509023
9,471.05921,99.84459023
9,470.74964,100.36409023
9,470.41956,100.52909023
9,470.08948,100.69419023
9,469.67553,100.94479023
9,468.18909,101.55549023
9,467.35171,101.91359023
9,467.42931,102.02429023
9,466.90235,102.28499023
9,466.3004,102.54579023
9,465.67115,102.67619023
9,465.25939,102.69419023
9,464.46669,102.93619023
9,463.359,103.21569023
9,462.20263,103.06569023
9,461.36876,102.88559023
9,460.61091,103.02529023
9,459.71056,103.16489023
9,459.21353,103.28019023
9,458.859,103.39539023
9,458.359,103.89539023
9,457.859,104.39539023
9,457.12462,104.99009023
9,456.39024,105.58479023
9,455.44004,106.01449023
9,454.48985,106.44419023
9,453.96935,106.39419023
9,453.44884,106.34419023
9,452.80919,106.32019023
9,452.16954,106.29619023
9,451.29454,106.15069023
9,450.41954,106.00519023
9,449.85929,105.31399023
9,449.23009,104.68489023
9,448.24063,104.35939023
9,447.28868,104.20629023
9,446.77657,104.32159023
9,446.33946,104.53449023
9,445.8434,105.17599023
9,445.48985,105.67509023
9,444.60997,106.12529023
10,535.38,126.74999023
10,535.585,125.19499023
10,535.79,123.63999023
10,537.025,122.49999023
10,538.26,121.35999023
10,538.64,120.12999023
10,539.02,118.89999023
10,540.155,118.79999023
10,541.29,118.69999023
10,541.86,117.65999023
10,542.43,116.61999023
10,543.38,116.42999023
10,544.33,116.23999023
10,545.37,115.28999023
10,546.41,114.33999023
10,546.505,112.53999023
10,546.6,110.73999023
10,548.21,110.73999023
10,549.82,110.73999023
10,550.77,110.26999023
10,551.72,109.79999023
10,552.67,109.79999023
10,553.62,109.79999023
10,555.135,108.65999023
10,556.65,107.51999023
10,558.07,107.51999023
10,559.49,107.51999023
10,559.74,107.46999023
10,560.35,107.41999023
10,561.09375,107.51699023
10,561.77,107.89949023
10,562.1025,108.30329023
10,562.72,108.84949023
10,563.46296,109.37229023
10,564.28,109.76949023
10,564.79625,109.94329023
10,564.99,109.98929023
10,567.18,110.92929023
10,569.37,111.86929023
10,569.905,113.40929023
10,570.44,114.94929023
10,571.02125,115.44429023
10,571.85,116.08929023
10,572.1475,116.83429023
10,572.19,117.42929023
10,571.79,118.40429023
10,571.39,119.37929023
10,570.715,119.37929023
10,570.04,119.37929023
10,567.76,117.98929023
10,565.48,116.59929023
10,566.99,120.19929023
10,568.5,123.79929023
10,567.225,122.82809023
10,565.47,121.93929023
10,564.8225,120.80429023
10,564.61,119.57929023
10,562.67,118.15179023
10,561.15,117.33929023
10,561.7075,118.84059023
10,562.1,120.73929023
10,562.56625,123.82059023
10,562.59005,124.20929023
10,561.60505,123.07429023
10,560.62005,121.93929023
10,557.2163,120.71429023
10,553.94005,119.63929023
10,552.79005,120.18429023
10,551.64005,120.72929023
10,554.90505,121.69429023
10,558.17005,122.65929023
10,558.27005,123.22929023
10,558.37005,123.79929023
10,557.57005,124.30429023
10,556.77005,124.80929023
10,553.93005,124.18929023
10,551.09005,123.56929023
10,552.27005,125.45429023
10,553.15005,127.48929023
10,552.05005,127.48929023
10,550.80005,127.28799023
10,549.4538,127.22699023
10,547.05005,127.21699023
10,544.91505,127.36079023
10,543.89005,127.55699023
10,543.1913,128.15329023
10,542.89005,128.69699023
10,542.38755,128.37949023
10,541.69005,127.95699023
10,540.94505,127.70829023
10,540.41005,127.55699023
10,539.91005,127.75699023
10,539.41005,127.95699023
10,537.96505,127.35699023
10,536.52005,126.75699023
10,535.95005,126.75699023
11,532.16,130.37999023
11,530.89,129.40499023
11,529.62,128.42999023
11,529.18375,127.75499023
11,528.95,127.22999023
11,527.74,126.15499023
11,526.53,125.07999023
11,524.905,125.02499023
11,523.28,124.96999023
11,522.88,124.30499023
11,522.48,123.63999023
11,522.02625,123.30129023
11,521.43,122.78999023
11,520.90625,122.03869023
11,520.24,121.21999023
11,519.77167,120.60879023
11,519.39,119.93999023
11,518.68,119.55999023
11,517.97,119.17999023
11,517.31875,118.58499023
11,516.45,117.80999023
11,515.68125,117.12629023
11,514.98,116.47999023
11,514.09625,115.90999023
11,513.28,115.33999023
11,512.8825,114.96379023
11,512.56,114.72999023
11,510.83,114.41999023
11,509.1,114.10999023
11,508.865,114.10999023
11,508.63,114.10999023
11,508.06,113.84999023
11,507.49,113.58999023
11,507.205,113.27999023
11,506.92,112.96999023
11,505.995,112.40499023
11,505.07,111.83999023
11,504.43,111.73999023
11,503.79,111.63999023
11,503.225,110.81499023
11,502.66,109.98999023
11,502.205,109.92799023
11,501.42,109.79049023
11,500.89375,109.54299023
11,500.57,109.19049023
11,499.8475,108.46799023
11,499.05,107.76049023
11,498.46375,107.69549023
11,498.05,107.81049023
11,497.53,107.83049023
11,496.59,107.85049023
11,495.7025,107.73799023
11,494.89,107.52049023
11,493.925,107.32799023
11,493.32,107.23999023
11,492.69625,106.91879023
11,491.75,106.37999023
11,491.1675,105.87499023
11,490.9,105.57999023
11,490.735,105.24499023
11,490.57,104.90999023
11,490.355,104.33629023
11,490.14,103.58999023
11,489.90625,103.26749023
11,489.53,103.01999023
11,488.25125,102.70379023
11,486.59,102.49999023
11,485.76,102.51999023
11,484.93,102.53999023
11,483.8025,102.61799023
11,482.03,102.74049023
11,480.545,102.87049023
11,480.23,102.97049023
11,479.925,102.40049023
11,479.62,101.83049023
11,479.005,101.50049023
11,478.39,101.17049023
11,478.01,100.91049023
11,477.63,100.65049023
11,476.31125,100.09679023
11,474.64,99.37049023
11,473.87375,99.06549023
11,473.46,98.94049023
11,473.15,98.65549023
11,472.84,98.37049023
11,472.91,97.97049023
11,472.98,97.57049023
11,472.2,97.26049023
11,471.42,96.95049023
11,470.99,96.21549023
11,470.56,95.48049023
11,470.49,94.81549023
11,470.42,94.15049023
11,470.09,93.75049023
11,469.76,93.35049023
11,469.475,92.80049023
11,469.19,92.25049023
11,469,92.13549023
11,468.81,92.02049023
11,468.48,91.42549023
11,468.15,90.83049023
11,468.1212,90.19179023
11,468.24995,89.41049023
11,468.28495,88.77799023
11,468.28995,88.46049023
11,468.50495,88.11049023
11,468.71995,87.76049023
11,469.06995,87.56549023
11,469.41995,87.37049023
11,469.68495,87.23049023
11,469.94995,87.09049023
11,470.58995,87.09049023
11,471.22995,87.09049023
11,471.03995,85.50049023
11,470.84995,83.91049023
11,470.72995,83.46049023
11,470.60995,83.01049023
11,470.56995,82.36799023
11,470.70995,82.40099023
11,470.60995,82.06599023
11,470.50995,81.73099023
11,470.22995,81.47099023
11,469.94995,81.21099023
11,470.1787,80.51229023
11,470.36995,79.46099023
11,470.33745,79.21599023
11,470.22995,78.94099023
11,470.32245,78.31229023
11,470.51995,78.08099023
11,470.68495,77.91599023
11,470.84995,77.75099023
11,471.2337,77.48729023
11,471.36995,77.47129023
11,472.19995,77.35129023
11,473.02995,77.23129023
11,473.90495,77.35129023
11,474.77995,77.47129023
11,475.27995,77.23129023
11,475.77995,76.99129023
11,476.17995,76.99129023
11,476.57995,76.99129023
11,477.33995,76.94129023
11,478.09995,76.89129023
11,478.64995,76.87129023
11,479.19995,76.85129023
11,479.71495,77.11129023
11,480.22995,77.37129023
11,480.39995,76.28129023
11,480.56995,75.19129023
11,481.77495,74.81129023
11,482.97995,74.43129023
11,483.33495,73.86129023
11,483.68995,73.29129023
11,483.99995,73.08129023
11,484.30995,72.87129023
11,485.42495,72.61129023
11,486.53995,72.35129023
11,488.36495,72.32629023
11,490.18995,72.30129023
11,491.79995,71.82629023
11,493.40995,71.35129023
11,494.19495,71.35129023
11,494.97995,71.35129023
11,496.16495,71.28129023
11,497.34995,71.21129023
11,498.41495,71.07129023
11,499.47995,70.93129023
11,499.90495,71.28129023
11,500.32995,71.63129023
11,500.18995,72.04129023
11,500.04995,72.45129023
11,498.10495,73.12129023
11,496.15995,73.79129023
11,494.48495,74.39629023
11,492.80995,75.00129023
11,491.86995,75.33629023
11,490.92995,75.67129023
11,490.45995,76.54129023
11,489.98995,77.41129023
11,491.33495,77.68129023
11,492.67995,77.95129023
11,493.41495,77.07629023
11,494.14995,76.20129023
11,494.68495,76.13629023
11,495.21995,76.07129023
11,496.35995,75.67129023
11,497.49995,75.27129023
11,498.50495,75.07129023
11,499.50995,74.87129023
11,499.50995,75.47129023
11,499.50995,76.07129023
11,500.91995,76.00629023
11,502.32995,75.94129023
11,502.39995,76.54129023
11,502.46995,77.14129023
11,503.80495,77.44379023
11,505.94995,77.94129023
11,507.99495,78.26879023
11,510.24995,78.49129023
11,511.33014,78.86509023
11,512.11995,79.69129023
11,512.85495,80.56629023
11,513.58995,81.44129023
11,513.92495,82.98129023
11,514.25995,84.52129023
11,514.39495,85.72629023
11,514.52995,86.93129023
11,514.66495,88.00629023
11,514.79995,89.08129023
11,514.66495,90.22129023
11,514.52995,91.36129023
11,514.99995,92.03129023
11,515.46995,92.70129023
11,516.33995,92.90129023
11,517.20995,93.10129023
11,517.67995,93.90129023
11,518.14995,94.70129023
11,518.95495,95.10629023
11,519.75995,95.51129023
11,520.29495,96.31629023
11,520.82995,97.12129023
11,521.90495,97.19129023
11,522.97995,97.26129023
11,523.78245,96.97499023
11,524.98995,96.59129023
11,526.33245,96.20379023
11,527.26995,95.92129023
11,529.74995,95.52129023
11,532.22995,95.12129023
11,534.52495,95.03329023
11,537.32995,94.84079023
11,540.25745,94.72699023
11,542.68995,94.71099023
11,543.62495,94.91099023
11,544.55995,95.11099023
11,545.83495,95.31099023
11,547.10995,95.51099023
11,547.9337,95.64599023
11,549.25995,95.78099023
11,550.8512,96.85599023
11,551.93995,97.93099023
11,554.41995,98.13099023
11,556.89995,98.33099023
11,557.90495,98.80099023
11,558.90995,99.27099023
11,561.1262,100.57849023
11,563.73995,102.08099023
11,564.9437,103.45729023
11,565.74995,104.63099023
11,566.34995,105.63599023
11,566.94995,106.64099023
11,567.55495,107.64599023
11,568.15995,108.65099023
11,568.69995,109.05099023
11,569.23995,109.45099023
11,569.30495,110.66099023
11,569.36995,111.87099023
11,567.17995,110.93099023
11,564.98995,109.99099023
11,564.79745,109.94499023
11,564.28995,109.77119023
11,563.5537,109.42749023
11,562.71995,108.85119023
11,562.0987,108.30119023
11,561.76995,107.90119023
11,561.0937,107.52369023
11,560.34995,107.43169023
11,559.73995,107.48169023
11,559.48995,107.53169023
11,558.06995,107.53169023
11,556.64995,107.53169023
11,555.13495,108.66669023
11,553.61995,109.80169023
11,552.66995,109.80169023
11,551.71995,109.80169023
11,550.76995,110.27669023
11,549.81995,110.75169023
11,548.20995,110.75169023
11,546.59995,110.75169023
11,546.50495,112.55169023
11,546.40995,114.35169023
11,545.36495,115.30169023
11,544.31995,116.25169023
11,543.36995,116.43669023
11,542.41995,116.62169023
11,541.85495,117.66669023
11,541.28995,118.71169023
11,540.15495,118.80669023
11,539.01995,118.90169023
11,538.63995,120.13169023
11,538.25995,121.36169023
11,537.02495,122.50169023
11,535.78995,123.64169023
11,535.58995,125.19669023
11,535.38995,126.75169023
11,534.07995,126.65169023
11,532.76995,126.55169023
11,532.56995,126.98669023
11,532.36995,127.42169023
11,532.63495,127.86169023
11,532.89995,128.30169023
11,532.89995,129.00169023
11,532.89995,129.70169023
11,532.52995,130.03669023
11,532.15995,130.37169023
11,532.15995,130.37169023
12,527.17773,148.70089023
12,527.00611,148.49519023
12,526.55078,148.15019023
12,525.90278,147.85839023
12,525.50977,147.52909023
12,524.94879,146.96439023
12,524.32031,146.24979023
12,523.28406,144.91339023
12,522.57031,143.92949023
12,522.33101,142.88639023
12,521.94922,141.70089023
12,521.35937,141.15049023
12,520.76953,140.57009023
12,520.35387,140.11029023
12,519.7207,139.47049023
12,519.18425,138.79139023
12,518.82031,137.99979023
12,518.47055,136.89599023
12,518.30078,136.24979023
12,517.9705,136.05459023
12,517.49023,135.67949023
12,517.16773,135.13639023
12,516.74023,134.45089023
12,516.25238,133.17439023
12,516.01953,132.22049023
12,515.19434,132.22049023
12,514.36914,132.22049023
12,513.04859,132.28949023
12,511.81055,132.35849023
12,511.19043,132.35849023
12,510.57031,132.35849023
12,510.28062,132.95889023
12,509.96094,133.73939023
12,510.08183,134.16059023
12,510.24023,134.40929023
12,509.98046,134.80969023
12,509.7207,135.21009023
12,510.19531,135.27909023
12,510.66992,135.34809023
12,510.89218,136.08169023
12,511.18945,137.10779023
12,511.55348,137.58209023
12,512,137.80899023
12,512.58609,138.30139023
12,513.17969,138.89889023
12,513.77144,139.65959023
12,514.2207,140.27779023
12,514.2705,141.03849023
12,514.3203,141.79919023
12,514.71799,142.62359023
12,515.22069,143.59809023
12,515.60327,144.18979023
12,515.88085,144.63909023
12,515.62011,145.29929023
12,515.35937,145.95939023
12,514.17479,145.15859023
12,512.99022,144.35779023
12,511.13963,143.09799023
12,509.28905,141.83829023
12,508.48436,140.46329023
12,507.67968,139.08829023
12,507.18437,138.63359023
12,506.53905,138.14889023
12,505.8253,137.97719023
12,504.78905,137.76799023
12,504.24331,137.31479023
12,504.08007,136.71919023
12,503.61112,135.88349023
12,503.17968,135.10779023
12,502.68632,134.61169023
12,502.23046,134.25819023
12,501.56069,134.15689023
12,500.71093,134.01799023
12,499.7889,133.69459023
12,498.85937,133.40859023
12,498.44304,133.42859023
12,498.19921,133.44959023
12,496.93866,132.82869023
12,495.64061,132.02779023
12,494.80483,131.04199023
12,493.78905,129.98869023
12,493.20565,129.70079023
12,492.50976,129.51799023
12,491.68347,129.20749023
12,491.17968,129.03949023
12,490.63003,128.45059023
12,489.90038,127.71919023
12,489.19889,126.53269023
12,488.66991,125.48869023
12,487.48534,123.44859023
12,486.30077,121.40859023
12,485.54003,121.23869023
12,484.77929,121.06879023
12,484.20995,120.31879023
12,483.64061,119.56879023
12,483.37627,119.51879023
12,482.93944,119.46879023
12,482.42807,119.40079023
12,481.69921,119.22819023
12,480.96495,118.98059023
12,480.47069,118.65789023
12,479.9494,118.29689023
12,479.39061,118.04849023
12,478.47858,117.81209023
12,477.28905,117.47819023
12,476.46956,117.02029023
12,475.83007,116.42749023
12,475.10972,116.01779023
12,474.35937,115.81809023
12,473.70367,115.65759023
12,472.98046,115.52709023
12,472.17479,115.36009023
12,471.36913,115.14819023
12,470.41722,114.87449023
12,469.5703,114.63839023
12,468.39409,114.53239023
12,467.15038,114.54239023
12,466.16846,114.69699023
12,465.53905,114.82169023
12,464.82909,114.68199023
12,464.11913,114.54239023
12,464.11913,114.01699023
12,464.11913,113.49159023
12,464.18453,112.88579023
12,464.24993,112.45249023
12,464.34953,111.71719023
12,464.44913,110.98179023
12,464.44913,110.27179023
12,464.44913,109.56189023
12,464.31218,109.17539023
12,464.07022,108.75139023
12,463.94741,108.30489023
12,463.92961,107.85099023
12,463.85441,107.11479023
12,463.77921,106.34119023
12,463.83561,105.81679023
12,463.92961,105.29239023
12,463.77468,104.85729023
12,463.58976,104.63219023
12,463.49996,103.96719023
12,463.41016,103.30209023
12,464,103.09219023
12,464.58984,102.88219023
12,465.39359,102.66739023
12,466.33984,102.45249023
12,466.84704,102.36249023
12,467.33984,102.21239023
12,467.51246,101.99289023
12,467.58006,101.69089023
12,469.19877,100.95459023
12,470.74998,100.36079023
12,471.27537,99.44089023
12,471.80076,98.52099023
12,472.02397,98.35499023
12,472.17967,98.33099023
12,472.50975,98.35199023
12,472.83982,98.37299023
12,473.15037,98.65709023
12,473.46092,98.94129023
12,473.71971,99.02429023
12,473.9785,99.10729023
12,474.31444,99.22889023
12,474.6406,99.37299023
12,476.31197,100.09889023
12,477.63084,100.65229023
12,478.01072,100.91199023
12,478.3906,101.17179023
12,479.00486,101.50179023
12,479.61912,101.83189023
12,479.92478,102.40219023
12,480.23045,102.97259023
12,480.54487,102.87229023
12,482.02928,102.74209023
12,483.80198,102.61999023
12,484.92967,102.54299023
12,485.75974,102.52199023
12,486.58982,102.50199023
12,488.2508,102.70549023
12,489.52928,103.02149023
12,489.90619,103.26909023
12,490.1406,103.59179023
12,490.35544,104.33819023
12,490.57029,104.91209023
12,490.73533,105.24699023
12,490.90037,105.58199023
12,491.16767,105.87739023
12,491.74998,106.38279023
12,492.69639,106.92119023
12,493.32029,107.24219023
12,493.92545,107.32919023
12,494.8906,107.52139023
12,495.70271,107.73889023
12,496.58982,107.85149023
12,497.53029,107.83149023
12,498.05076,107.81249023
12,498.46451,107.69709023
12,499.05076,107.76209023
12,499.84803,108.46939023
12,500.57029,109.19179023
12,500.89384,109.54509023
12,501.4199,109.79339023
12,502.20502,109.93049023
12,502.66014,109.99249023
12,503.22459,110.81769023
12,503.78904,111.64289023
12,504.42966,111.74289023
12,505.07029,111.84289023
12,505.99509,112.40829023
12,506.9199,112.97379023
12,507.20505,113.28329023
12,507.49021,113.59289023
12,508.06052,113.85259023
12,508.63084,114.11239023
12,508.86521,114.11239023
12,509.09959,114.11239023
12,510.83006,114.42289023
12,512.56053,114.73349023
12,512.8824,114.96689023
12,513.27928,115.34289023
12,514.09612,115.91319023
12,514.98045,116.48349023
12,515.68107,117.12979023
12,516.4492,117.81359023
12,517.31869,118.58819023
12,517.97068,119.18279023
12,518.68064,119.56259023
12,519.3906,119.94249023
12,519.77201,120.61189023
12,520.24021,121.22379023
12,520.90619,122.04269023
12,521.42967,122.79409023
12,522.02631,123.30509023
12,522.48045,123.64369023
12,522.87987,124.30869023
12,523.27928,124.97379023
12,524.03416,125.16319023
12,524.78904,125.35269023
12,524.93455,125.91809023
12,525.08006,126.48349023
12,524.91502,126.86339023
12,524.74998,127.24329023
12,524.24998,127.62319023
12,523.74998,128.00309023
12,523.32517,128.52359023
12,522.90037,129.04409023
12,522.93217,129.78789023
12,523.039,130.70419023
12,523.52669,131.07839023
12,523.93939,131.27259023
12,524.59139,131.72009023
12,525.46088,132.27259023
12,525.85006,132.72549023
12,526.02924,133.07339023
12,526.02924,133.54799023
12,526.02924,134.02259023
12,526.14448,134.73249023
12,526.25971,135.44249023
12,526.58978,135.56259023
12,526.91986,135.68279023
12,527.41986,135.84779023
12,527.91986,136.01279023
12,528.01456,136.51279023
12,528.10926,137.01279023
12,528.10926,138.05279023
12,528.10926,139.09289023
12,527.99672,139.97659023
12,527.77918,141.18279023
12,527.77718,142.24439023
12,527.88046,142.98349023
12,528.0455,143.74329023
12,528.21054,144.50309023
12,528.21054,145.14269023
12,528.21054,145.78239023
12,528.14024,146.35269023
12,528.06994,146.92299023
12,527.83709,147.54769023
12,527.34924,148.53239023
12,527.24695,148.66069023
13,292.36,164.55999023
13,292.435,164.52999023
13,292.51,164.49999023
13,292.225,163.97999023
13,291.94,163.45999023
13,291.5525,162.83879023
13,291.24,162.35999023
13,290.74,161.69999023
13,290.24,161.03999023
13,289.93,160.70999023
13,289.62,160.37999023
13,289.335,160.11999023
13,289.05,159.85999023
13,288.385,158.64999023
13,287.72,157.43999023
13,287.67,156.86999023
13,287.62,156.29999023
13,287.43625,156.04119023
13,287.11,155.63999023
13,286.485,155.27999023
13,286.01,155.06999023
13,285.6875,154.48499023
13,285.26,153.68999023
13,284.99375,152.75749023
13,284.69,151.74999023
13,284.35875,151.37249023
13,284.17,151.28049023
13,284.12,150.99549023
13,284.07,150.71049023
13,283.525,150.31049023
13,282.98,149.91049023
13,282.555,149.55049023
13,282.13,149.19049023
13,282.27,147.84049023
13,282.41,146.49049023
13,282.30375,146.18169023
13,282.13,145.73049023
13,281.98125,145.47669023
13,281.66,145.26049023
13,281.1025,145.03419023
13,280.8,144.92049023
13,280.4,144.57049023
13,280,144.22049023
13,280.4,144.02549023
13,280.8,143.83049023
13,281.11125,143.47299023
13,281.7,142.98049023
13,282.03375,142.87169023
13,281.94005,142.98049023
13,282.77005,142.98049023
13,283.60005,142.98049023
13,283.9538,142.79549023
13,285.02005,142.22049023
13,285.66755,142.07919023
13,286.78005,141.93049023
13,287.3963,141.91049023
13,287.78005,141.89049023
13,288.16505,142.01049023
13,288.34005,142.13049023
13,288.81505,142.27049023
13,289.29005,142.41049023
13,289.7763,141.77169023
13,290.33005,140.99049023
13,290.6263,140.78419023
13,290.99005,140.66049023
13,291.30505,140.33799023
13,291.47005,140.09049023
13,293.46005,139.83049023
13,295.45005,139.57049023
13,295.76005,139.42549023
13,296.07005,139.28049023
13,296.90005,138.85549023
13,297.73005,138.43049023
13,297.63005,137.72049023
13,297.53005,137.01049023
13,297.79505,136.79549023
13,298.06005,136.58049023
13,298.5338,136.38419023
13,299.15005,136.15049023
13,299.5513,135.99549023
13,299.81005,135.87049023
13,300.38005,134.97049023
13,300.95005,134.07049023
13,301.18505,133.97049023
13,301.42005,133.87049023
13,302.15005,133.66299023
13,302.52005,133.59099023
13,303.25005,133.30599023
13,303.98005,133.02099023
13,304.69505,132.97099023
13,305.41005,132.92099023
13,305.48005,132.59099023
13,305.55005,132.26099023
13,305.71505,131.74099023
13,305.88005,131.22099023
13,305.95005,130.72099023
13,306.02005,130.22099023
13,306.66005,129.34599023
13,307.30005,128.47099023
13,307.37005,128.04599023
13,307.44005,127.62099023
13,307.42625,126.82979023
13,307.3,126.24099023
13,307.445,125.20599023
13,307.59,124.59099023
13,307.445,124.16099023
13,307.3,123.73099023
13,307.04125,123.24219023
13,306.64,123.21119023
13,306.27,122.84119023
13,306.26,122.26119023
13,306.31,121.76119023
13,306.36,121.65119023
13,306.64,121.41119023
13,306.92,121.17119023
13,306.95,121.21119023
13,306.98,121.25119023
13,307.0088,120.61119023
13,307.06,120.27119023
13,307.495,120.09869023
13,307.96,119.61119023
13,308.01,119.03739023
13,308.06,117.90119023
13,308.0238,116.86989023
13,307.92005,116.52119023
13,307.82595,116.31149023
13,307.63006,116.19119023
13,307.28381,116.18119023
13,306.69006,116.14619023
13,306.49006,116.06119023
13,306.32006,115.94619023
13,308.14006,115.33119023
13,309.96006,114.71619023
13,314.79506,112.82119023
13,319.63006,110.92619023
13,320.76506,109.60119023
13,321.90006,108.27619023
13,323.98506,108.08619023
13,326.07006,107.89619023
13,326.64006,107.51619023
13,327.21006,107.13619023
13,328.25506,106.18619023
13,329.30006,105.23619023
13,330.25006,105.23619023
13,331.20006,105.23619023
13,331.86006,105.14119023
13,332.52006,105.04619023
13,332.71006,104.38119023
13,332.90006,103.71619023
13,333.66006,103.43619023
13,334.42006,103.15619023
13,334.99006,102.77619023
13,335.56006,102.39619023
13,336.45006,101.96619023
13,337.34006,101.53619023
13,337.74006,101.87119023
13,338.14006,102.20619023
13,339.01506,101.80619023
13,339.89006,101.40619023
13,339.90006,101.31519023
13,340.36006,101.27619023
13,341.06131,101.32419023
13,341.56006,101.47669023
13,342.16256,101.75169023
13,342.51006,101.87669023
13,343.31006,102.27669023
13,344.11006,102.67669023
13,344.45256,102.69569023
13,345.05006,102.40699023
13,345.74756,101.45699023
13,346.19006,100.80699023
13,346.52506,100.57199023
13,346.86006,100.33699023
13,347.09381,100.01199023
13,347.53006,99.53699023
13,347.97506,99.10319023
13,348.27006,98.52699023
13,349.72506,97.79449023
13,352.86006,96.56699023
13,355.97631,95.41449023
13,357.39006,94.90699023
13,357.71756,95.25069023
13,358.45006,96.06699023
13,359.10348,96.87459023
13,359.60006,97.78699023
13,359.86464,98.42539023
13,360.34006,98.92699023
13,360.91006,98.69199023
13,361.48006,98.45699023
13,361.54506,98.14569023
13,361.61006,97.58699023
13,361.64506,96.85949023
13,361.68006,96.38699023
13,362.08006,95.81199023
13,362.48006,95.23699023
13,362.66506,95.03699023
13,362.85006,94.83699023
13,362.82006,95.47199023
13,362.79006,96.10699023
13,362.99006,96.39199023
13,363.19006,96.67699023
13,363.30506,96.76199023
13,363.42006,96.84699023
